ngram,probability
3193,0.018210719693781272
7972,0.01818669331521991
3319,0.0165968463857068
5179,0.01170049611208943
5779,0.011255209411136025
9507,0.010825590219013134
1797,0.010225766727875838
3057,0.009673658826001033
3331,0.009429425740824338
0577,0.008974505920724489
1160,0.00895415602476917
3125,0.008900926602840916
5305,0.008879518694796019
1251,0.008112496784768936
7797,0.007963862265254765
