prefix,public_prefix_mass,generated_prefix_mass,prefix_mass_abs_diff,prefix_l1_contribution,suffix_l1,suffix_kl,weighted_suffix_l1
344,0.0005911595319635998,0.000590624736490517,5.347954730827546e-07,5.347954730821032e-07,2.092611836850694e-15,2.4249000180413607e-18,1.2370674340541452e-18
340,0.0005911595319635977,0.000590624736490516,5.347954730816704e-07,5.347954730818631e-07,2.6528258756375322e-15,0.0,1.5682433030228048e-18
738,0.0049125435744009184,0.004913070682047111,5.271076461924734e-07,5.271076461889424e-07,1.461694263890645e-15,4.1884890441818865e-17,7.180636763814668e-18
567,0.002913898621218903,0.002914355980362608,4.5735914370494124e-07,4.573591437052084e-07,9.801458689812081e-16,0.0,2.8560456962177458e-18
911,0.00025932461532097707,0.0002588874481191324,4.3716720184465083e-07,4.371672018445724e-07,1.7218214701242296e-15,1.6863619732124585e-16,4.465106903913651e-19
915,0.0002593246153209768,0.0002588874481191322,4.371672018445966e-07,4.3716720184453505e-07,1.8402163473596467e-15,0.0,4.7721339638641335e-19
819,0.0021238236050057564,0.002124216100900935,3.924958951787537e-07,3.9249589517942957e-07,2.653781328802035e-15,9.74760299152854e-17,5.636163428633305e-18
814,0.0021238236050057477,0.0021242161009009247,3.9249589517701897e-07,3.9249589517709875e-07,1.676583134477272e-15,9.624331268098348e-18,3.560766836757356e-18
975,0.0008967836748038168,0.0008971695656950605,3.8589089124368807e-07,3.8589089124332284e-07,1.6379169274680604e-15,7.05190803346553e-17,1.4688571612381839e-18
974,0.0008967836748038108,0.0008971695656950548,3.8589089124401333e-07,3.858908912422308e-07,2.1194068771041366e-15,6.144589798323437e-17,1.900649487653916e-18
178,0.0005082942987212874,0.0005079169817914409,3.773169298464888e-07,3.773169298466294e-07,1.4808643135529043e-15,7.013489632542404e-17,7.52714887758754e-19
137,0.004003240272343513,0.0040036116996228594,3.7142727934633135e-07,3.7142727934702105e-07,1.0958573458397236e-15,7.266632605943965e-17,4.3869802596090545e-18
134,0.0040032402723435044,0.004003611699622856,3.714272793515355e-07,3.714272793458696e-07,2.2334768041108732e-15,0.0,8.941144289561712e-18
139,0.0040032402723435105,0.00400361169962285,3.7142727933939246e-07,3.7142727933979903e-07,1.281093287008872e-15,1.2400600310063936e-16,5.12852423918284e-18
737,0.0032750290496006023,0.00327538045469806,3.514050974577458e-07,3.5140509745863393e-07,1.0614339268633088e-15,8.514798202293738e-18,3.476226944708978e-18
730,0.0032750290496006028,0.0032753804546980583,3.514050974555774e-07,3.5140509745533855e-07,1.5816341292218539e-15,0.0,5.179897719041325e-18
734,0.0032750290496005967,0.003275380454698044,3.5140509744733747e-07,3.5140509745184136e-07,2.247278358953435e-15,8.493471955713706e-17,7.359901908111256e-18
491,0.0009848331005260246,0.0009851747835184729,3.416829924482445e-07,3.416829924487201e-07,1.5831587885269116e-15,0.0,1.5591471783299833e-18
494,0.0009848331005260164,0.0009851747835184599,3.41682992443474e-07,3.416829924452611e-07,2.266821103112486e-15,1.801049786729237e-16,2.232440455316074e-18
496,0.0009848331005260144,0.000985174783518459,3.4168299244455823e-07,3.4168299244426907e-07,1.0976462794243247e-15,1.1655765302775144e-17,1.0809983886463017e-18
713,0.0015159934442834245,0.0015156714377643147,3.220065191097705e-07,3.220065191086975e-07,1.6218851348753782e-15,0.0,2.458767231851811e-18
717,0.0015159934442834245,0.0015156714377643193,3.220065191052168e-07,3.220065191078336e-07,1.3051058240305842e-15,6.44950886656861e-18,1.9785318733264824e-18
125,0.0019552326551346656,0.0019555511784433185,3.185233086529411e-07,3.1852330865497665e-07,2.777048339550059e-15,7.470639274602775e-17,5.429775598375776e-18
520,0.0011111083474928804,0.0011114252713523144,3.1692385943403803e-07,3.169238594341111e-07,2.5504771905549006e-15,0.0,2.8338564965157397e-18
949,0.00011627695209546935,0.00011596050225849684,3.1644983697250986e-07,3.16449836972622e-07,1.9544726216147792e-15,0.0,2.272601193954081e-19
942,0.00011627695209546892,0.00011596050225849645,3.164498369724692e-07,3.164498369725121e-07,1.452044864555524e-15,2.2443017126716227e-17,1.6883935115639433e-19
947,0.00011627695209546892,0.00011596050225849641,3.1644983697250986e-07,3.1644983697245083e-07,1.9936038497120334e-15,5.897299164952014e-17,2.3181017933030853e-19
946,0.00011627695209546888,0.00011596050225849645,3.1644983697242854e-07,3.1644983697243834e-07,1.5998487257196103e-15,0.0,1.8602553364049607e-19
941,0.00011627695209546902,0.0001159605022584966,3.16449836972415e-07,3.164498369723867e-07,2.1291562263270336e-15,4.318644651944672e-17,2.4757179653239806e-19
574,0.0005167480654152251,0.0005170522104740833,3.0414505885817053e-07,3.041450588585013e-07,2.1355767360672212e-15,0.0,1.1035551469084974e-18
575,0.0005167480654152231,0.0005170522104740821,3.041450588590379e-07,3.041450588582743e-07,1.655262468161934e-15,1.8852180314499583e-17,8.553536781771066e-19
177,0.00040663543897702994,0.0004063335854331523,3.0185354387763557e-07,3.0185354387722587e-07,1.1056693755007174e-15,7.529653208498078e-17,4.496043518701927e-19
749,0.0021622955365747406,0.0021620008760612863,2.9466051345433675e-07,2.9466051345799694e-07,1.967445778234926e-15,0.0,4.2541992247301976e-18
747,0.002162295536574738,0.002162000876061286,2.9466051345216834e-07,2.9466051345284576e-07,2.015179472944495e-15,0.0,4.357413579744914e-18
746,0.0021622955365747376,0.0021620008760612863,2.94660513451301e-07,2.9466051345227846e-07,1.6974269212433057e-15,7.909858850183979e-17,3.670338655466199e-18
742,0.00216229553657474,0.002162000876061289,2.94660513451301e-07,2.946605134508713e-07,1.4156969867229474e-15,2.913832372691152e-17,3.0611552755333385e-18
741,0.0021622955365747415,0.002162000876061292,2.9466051344956626e-07,2.946605134503868e-07,2.1320835721927445e-15,1.9817451371764332e-16,4.610194791756702e-18
811,0.001592867703754316,0.0015931620756757018,2.9437192138569157e-07,2.943719213851756e-07,1.7257245979451774e-15,0.0,2.748850977641275e-18
815,0.0015928677037543154,0.0015931620756757013,2.943719213859084e-07,2.943719213847482e-07,1.94207714146466e-15,0.0,3.0934719568385575e-18
910,0.000172883076880651,0.0001725916320794213,2.9144480122970397e-07,2.914448012297179e-07,1.81603863891322e-15,0.0,3.13962347629467e-19
757,0.0003150614300299139,0.0003153435678798191,2.8213784990520525e-07,2.8213784990587716e-07,1.5328230086033776e-15,0.0,4.829334090733352e-19
756,0.000315061430029914,0.00031534356787981906,2.821378499050426e-07,2.8213784990527503e-07,1.6551667534388942e-15,0.0,5.214792042764281e-19
445,0.0031611688957257763,0.00316141302841703,2.441326912537567e-07,2.44132691248057e-07,2.2520031087332193e-15,4.6077285136610356e-17,7.118962180405206e-18
561,0.0014569493106094534,0.0014571779901813022,2.2867957184878433e-07,2.2867957184815234e-07,1.814249705328619e-15,0.0,2.6432698574519354e-18
173,0.00030497657923277203,0.0003047501890748645,2.263901579075355e-07,2.2639015790754484e-07,1.3411174297831008e-15,4.936211006044974e-17,4.090094060846974e-19
179,0.00030497657923277214,0.0003047501890748646,2.263901579075355e-07,2.2639015790748213e-07,1.2299189444675562e-15,3.346995883061032e-17,3.7509647241729713e-19
998,0.011310021383621121,0.011310229662199587,2.0827857846565656e-07,2.0827857845260124e-07,1.5396755051466648e-15,0.0,1.741376288704643e-17
952,0.011310021383621128,0.011310229662199571,2.0827857844310516e-07,2.0827857844456737e-07,1.648055064813747e-15,1.9473710215407425e-17,1.8639538024428585e-17
810,0.0010619118025028767,0.0010621080504504671,1.9624794759046105e-07,1.9624794758994605e-07,1.8047629363193707e-15,0.0,1.9164990627972873e-18
731,0.001637514524800302,0.0016376902273490307,1.7570254872865607e-07,1.757025487279939e-07,1.0549287138283958e-15,0.0,1.7274610915228994e-18
732,0.0016375145248003042,0.0016376902273490268,1.7570254872258453e-07,1.757025487238321e-07,1.6438774983178889e-15,0.0,2.6918732804879308e-18
126,0.0009776163275673352,0.0009777755892216647,1.5926165432950633e-07,1.5926165432926003e-07,1.5998690545103444e-15,5.61608729575819e-17,1.5640581096590278e-18
121,0.0009776163275673345,0.000977775589221662,1.5926165432755476e-07,1.592616543282697e-07,1.2926400401458427e-15,1.8445036821849363e-16,1.2637060089138706e-18
128,0.0009776163275673352,0.0009777755892216627,1.5926165432755476e-07,1.5926165432813223e-07,1.3463622577924994e-15,1.090888158191555e-16,1.316225726038369e-18
129,0.0009776163275673352,0.0009777755892216632,1.5926165432798844e-07,1.5926165432798614e-07,1.7212658165108308e-15,4.848264949909575e-19,1.682737566304509e-18
122,0.0009776163275673358,0.0009777755892216623,1.5926165432647056e-07,1.5926165432778862e-07,1.3229705959211246e-15,0.0,1.2933576554639798e-18
124,0.0009776163275673356,0.0009777755892216632,1.5926165432755476e-07,1.5926165432770892e-07,1.2177758801357186e-15,6.040919398695609e-17,1.1905175837383611e-18
123,0.0009776163275673343,0.0009777755892216625,1.5926165432820528e-07,1.5926165432769145e-07,1.2746964941912076e-15,1.5254293315586808e-16,1.2461641054141643e-18
127,0.0009776163275673356,0.000977775589221663,1.5926165432733792e-07,1.592616543275244e-07,1.8660203590648017e-15,4.172227552993459e-17,1.8242519705948126e-18
944,5.813847604773458e-05,5.7980251129248314e-05,1.5822491848626848e-07,1.5822491848642097e-07,2.1209518651999285e-15,0.0,1.2330890921332403e-19
940,5.813847604773446e-05,5.798025112924827e-05,1.5822491848619394e-07,1.5822491848619934e-07,2.5801843300810035e-15,0.0,1.500079848731542e-19
373,0.007672716344101379,0.007672872571469877,1.5622736849844887e-07,1.5622736849464175e-07,1.3284356524968094e-15,6.925516835644362e-17,1.019270994299925e-17
565,0.0009712995404063012,0.0009714519934542,1.5245304789879201e-07,1.5245304789925534e-07,1.928551719362903e-15,0.0,1.8732013986669697e-18
172,0.0002033177194885147,0.000203166792716576,1.5092677193870936e-07,1.5092677193866722e-07,2.5281426258016992e-15,0.0,5.140161932197069e-19
171,0.00020331771948851453,0.00020316679271657626,1.5092677193827568e-07,1.5092677193837367e-07,1.2808290127293287e-15,0.0,2.604152339228527e-19
744,0.0010811477682873686,0.0010810004380306362,1.4733025673237254e-07,1.4733025672860462e-07,2.067449876119558e-15,1.1936912196896116e-16,2.2352188196126565e-18
740,0.00108114776828737,0.0010810004380306442,1.4733025672586733e-07,1.473302567257589e-07,2.5502603501204035e-15,1.14964708569452e-16,2.7572082860844415e-18
917,8.644153844032544e-05,8.629581603971071e-05,1.4572240061473001e-07,1.4572240061491562e-07,1.330316065639714e-15,0.0,1.1499456732577784e-19
916,8.644153844032556e-05,8.629581603971069e-05,1.457224006148791e-07,1.4572240061487687e-07,7.956959743871117e-16,0.0,6.878118415679582e-20
912,8.644153844032558e-05,8.629581603971077e-05,1.4572240061481133e-07,1.4572240061486734e-07,1.5805838083672585e-15,0.0,1.3662809602913458e-19
817,0.0005309559012514387,0.0005310540252252339,9.812397379523052e-08,9.812397379572671e-08,1.3953792074171585e-15,0.0,7.408848246616956e-19
816,0.0005309559012514387,0.0005310540252252338,9.81239737951221e-08,9.812397379523762e-08,7.805171439723146e-16,1.1405899750433119e-17,4.1442018362001922e-19
812,0.0005309559012514388,0.0005310540252252339,9.81239737951221e-08,9.812397379489712e-08,1.5919780955737234e-15,1.3460654202757854e-17,8.4527016450789545e-19
449,0.0012644675582903163,0.0012645652113668186,9.76530765022833e-08,9.765307649985147e-08,1.951110747847127e-15,3.815739620005431e-17,2.46711624328425e-18
446,0.0012644675582903148,0.0012645652113668115,9.765307649664545e-08,9.765307649705711e-08,1.607654981361506e-15,2.4336549692041432e-17,2.032827568855445e-18
441,0.001264467558290312,0.001264565211366809,9.765307649707913e-08,9.76530764965329e-08,2.095329118545486e-15,1.3483686030532143e-16,2.649475694341802e-18
447,0.0012644675582903144,0.0012645652113668104,9.765307649599493e-08,9.765307649651533e-08,1.989782037054022e-15,1.294659070744088e-16,2.516014833923627e-18
442,0.001264467558290316,0.0012645652113668121,9.765307649621177e-08,9.765307649620645e-08,1.443181511795455e-15,1.1022882868257395e-18,1.8248562023897256e-18
120,0.0004888081637836675,0.0004888877946108313,7.963082716377738e-08,7.963082716378172e-08,2.6272387043668743e-15,0.0,1.2842157269029534e-18
568,0.00048564977020315136,0.0004857259967271012,7.622652394982969e-08,7.622652394980936e-08,9.922618282587337e-16,4.571506571985824e-17,4.818917288752128e-19
563,0.0004856497702031513,0.00048572599672710114,7.622652394982969e-08,7.622652394977324e-08,1.3607076077871982e-15,0.0,6.608273370355326e-19
560,0.00048564977020315126,0.0004857259967271008,7.622652394955864e-08,7.62265239496047e-08,1.3428928108405458e-15,0.0,6.52175584992175e-19
562,0.00048564977020315147,0.0004857259967271009,7.622652394945022e-08,7.622652394955631e-08,1.6241348543832856e-15,0.0,7.887607188101716e-19
564,0.000485649770203151,0.00048572599672710005,7.622652394907075e-08,7.62265239492978e-08,1.8309328662577395e-15,4.0542557476392225e-18,8.891921257554678e-19
175,0.00010165885974425728,0.00010158339635828789,7.546338596939534e-08,7.546338596934002e-08,1.6270909993692032e-15,0.0,1.6540821569601724e-19
174,0.00010165885974425746,0.00010158339635828798,7.546338596947665e-08,7.546338596928283e-08,2.1290190069895784e-15,0.0,2.1643364462441184e-19
440,0.0006322337791451578,0.0006322826056834056,4.8826538247780625e-08,4.882653824797682e-08,2.488894507157724e-15,2.789348347099659e-17,1.573563180153953e-18
444,0.0006322337791451568,0.0006322826056834045,4.8826538247780625e-08,4.88265382473998e-08,2.0794489448503622e-15,9.556493740241167e-17,1.3146978649421532e-18
639,0.001182747123275614,0.0011827106536860098,3.646958960409723e-08,3.646958960397229e-08,1.2732870313669764e-15,1.0837891430864645e-16,1.5059765734534378e-18
325,0.002214440921580071,0.0022144206012632787,2.0320316792502707e-08,2.032031679281132e-08,2.7483711920878173e-15,0.0,6.086105635451065e-18
638,0.0005913735616378069,0.0005913553268430056,1.8234794801289672e-08,1.8234794801394956e-08,1.3601045203287532e-15,3.043057359120918e-18,8.043298543864956e-19
630,0.00039424904109187106,0.0003942368845620033,1.2156529867761359e-08,1.2156529867737271e-08,1.6183885828691125e-15,0.0,6.380481469101797e-19
637,0.00039424904109187063,0.00039423688456200314,1.2156529867490308e-08,1.2156529867372438e-08,1.0549287138283958e-15,0.0,4.1590463384712546e-19
634,0.0003942490410918707,0.0003942368845620033,1.2156529867381888e-08,1.2156529867244348e-08,2.223259892701092e-15,6.210441062120476e-17,8.765180807954207e-19
329,0.001107220460790037,0.001107210300631638,1.0160158398853439e-08,1.0160158398802643e-08,1.8876230873515754e-15,0.0,2.090014904575323e-18
322,0.0011072204607900347,0.001107210300631638,1.0160158396685035e-08,1.0160158397558775e-08,1.3168041960651133e-15,6.706168272970765e-18,1.457992548737466e-18
327,0.0011072204607900317,0.0011072103006316357,1.0160158396034513e-08,1.0160158397314274e-08,1.9153786629672043e-15,0.0,2.120746445797943e-18
323,0.0011072204607900362,0.0011072103006316385,1.0160158397769237e-08,1.0160158397259958e-08,1.3150288150076683e-15,1.5870878084707232e-16,1.4560268105049659e-18
324,0.001107220460790036,0.001107210300631639,1.0160158397118715e-08,1.0160158397188172e-08,1.199127602768968e-15,1.261246009592536e-16,1.327698616883908e-18
328,0.0011072204607900365,0.0011072103006316413,1.0160158395167151e-08,1.0160158396476347e-08,1.3144325038128013e-15,2.4780838386448354e-17,1.4553665625490113e-18
321,0.0011072204607900362,0.0011072103006316413,1.0160158394950311e-08,1.0160158396020008e-08,1.2852674653729412e-15,0.0,1.42307443524867e-18
326,0.0011072204607900365,0.0011072103006316406,1.0160158395817673e-08,1.0160158394990297e-08,1.6354546026903921e-15,4.610074435076664e-17,1.810808798792042e-18
632,0.00019712452054593523,0.00019711844228100076,6.0782649344769905e-09,6.078264934063428e-09,1.640946764320389e-15,1.1620275721413854e-16,3.234708441580605e-19
631,0.00019712452054593537,0.00019711844228100151,6.078264933853574e-09,6.078264933883909e-09,1.2045486136313954e-15,0.0,2.3744606793636e-19
320,0.000553610230395018,0.0005536051503158188,5.080079199209879e-09,5.080079198923582e-09,2.592327394412841e-15,0.0,1.4351389660802096e-18
