prefix,public_prefix_mass,generated_prefix_mass,prefix_mass_abs_diff,prefix_l1_contribution,suffix_l1,suffix_kl,weighted_suffix_l1
806,1.9984676387184908e-06,1.9984040621617206e-07,1.7986272325023186e-06,1.7986272325023184e-06,1.316546698049148e-15,1.3905990045900342e-17,2.6310759709129066e-21
892,1.99846763871849e-06,1.9984040621617182e-07,1.7986272325023182e-06,1.798627232502318e-06,2.6558616417204917e-15,0.0,5.307653543892163e-21
492,0.004924165502630082,0.004925873917592295,1.708414962213467e-06,1.7084149622142488e-06,2.172957994095448e-15,2.5158652554565522e-17,1.0700004793189066e-17
149,0.0033369035730285617,0.0033352428013100014,1.6607717185602652e-06,1.6607717185603235e-06,1.983363221379729e-15,0.0,6.618291820035456e-18
146,0.00333690357302858,0.003335242801310024,1.6607717185559284e-06,1.6607717185575395e-06,1.5725268309729756e-15,1.1811005845017357e-16,5.247370400957032e-18
977,0.0035871346992152474,0.003588678262780214,1.5435635649665123e-06,1.5435635649668401e-06,1.1213903070017572e-15,5.70621518260937e-17,4.0225780816096425e-18
265,0.00375881954854349,0.0037603500626219055,1.5305140784152745e-06,1.5305140784171966e-06,1.9805934236422074e-15,8.305189627582321e-17,7.444693278503007e-18
578,0.0025837403270761224,0.002585261052370416,1.5207252942934547e-06,1.5207252942882667e-06,1.4201693206844501e-15,0.0,3.669348745128716e-18
212,0.009650358479249986,0.009648915231674948,1.4432475750388724e-06,1.443247575045077e-06,1.5937975223444256e-15,0.0,1.538071743396415e-17
859,0.0017131807891193635,0.0017117382448492624,1.4425442701011468e-06,1.4425442701028324e-06,1.4968766243877996e-15,0.0,2.5644202765830195e-18
852,0.0017131807891193692,0.0017117382448492652,1.4425442701039657e-06,1.442544270102684e-06,1.634441551285476e-15,1.5254294456326997e-17,2.8000938666007375e-18
