ngram,probability
728,0.002801144721385149
435,0.002601169827957261
365,0.00260114636798352
238,0.0026007924813585487
811,0.00240427128367607
593,0.0024014020154243
754,0.0024011573522261754
052,0.002400997318848874
272,0.0024002548368377047
637,0.0023974816011789173
814,0.00220391534336973
481,0.002201322205383279
442,0.002201169167598532
733,0.002200998596686588
737,0.002200998596686588
