generation,support_size,entropy,l1_step,rollout_residual,mode
46,280,4.993467345935752,9.248773802679565e-05,9.248773802679565e-05,exact
47,280,4.993428422351577,8.189578538135948e-05,8.189578538135948e-05,exact
48,280,4.99339392584694,7.253512637731898e-05,7.253512637731898e-05,exact
49,280,4.9933633489164775,6.425022580759042e-05,6.425022580759042e-05,exact
50,280,4.993336243775053,5.691643439506181e-05,5.691643439506181e-05,exact
51,280,4.99331221479189,5.042367567344617e-05,5.042367567344617e-05,exact
52,280,4.993290912038714,4.467473061729467e-05,4.467473061729467e-05,exact
53,280,4.993272025757593,3.958372798018961e-05,3.958372798018961e-05,exact
54,280,4.99325528158866,3.5082266441062797e-05,3.5082266441062797e-05,exact
55,280,4.993240436428438,3.109467722110006e-05,3.109467722110006e-05,exact
56,280,4.99322727481524,2.7560890600542838e-05,2.7560890600542838e-05,exact
57,280,4.993215605759262,2.4430103804176726e-05,2.4430103804176726e-05,exact
58,280,4.993205259951668,2.165526751939129e-05,2.165526751939129e-05,exact
59,280,4.993196087299993,1.919553831154456e-05,1.919553831154456e-05,exact
60,280,4.993187954747129,1.7015085246309834e-05,1.7015085246309834e-05,exact
61,280,4.993180744338654,1.5082176962668625e-05,1.5082176962668625e-05,exact
62,280,4.993174351508986,1.3368705105409928e-05,1.3368705105409928e-05,exact
63,280,4.993168683561146,1.184976447544237e-05,1.184976447544237e-05,exact
64,280,4.99316365831831,1.0503283192833176e-05,1.0503283192833176e-05,exact
65,280,4.993159202927956,9.309696821144663e-06,9.309696821144663e-06,exact
66,280,4.993155252801663,8.251661065041986e-06,8.251661065041986e-06,exact
67,280,4.993151750675443,7.313798269130369e-06,7.313798269130369e-06,exact
68,280,4.99314864577709,6.482473544479572e-06,6.482473544479572e-06,exact
69,280,4.993145893088514,5.745596869238496e-06,5.745596869238496e-06,exact
70,280,4.993143452692263,5.092447995885607e-06,5.092447995885607e-06,exact
71,280,4.9931412891926445,4.513521407175254e-06,4.513521407175254e-06,exact
72,280,4.993139371202887,4.000388932422559e-06,4.000388932422559e-06,exact
73,280,4.993137670890776,3.5455779434357143e-06,3.5455779434357143e-06,exact
74,280,4.993136163576003,3.1424633205798524e-06,3.1424633205798524e-06,exact
75,280,4.993134827373315,2.7851716047692397e-06,2.7851716047217482e-06,exact
76,280,4.993133642876171,2.4684959498689336e-06,2.468495949821442e-06,exact
77,280,4.993132592876279,2.187820651956212e-06,2.1878206519087208e-06,exact
78,280,4.993131662114896,1.9390541826710362e-06,1.9390541826710362e-06,exact
79,280,4.9931308370622745,1.71856976990049e-06,1.7185697698529985e-06,exact
80,280,4.9931301057220425,1.523152684356705e-06,1.523152684356705e-06,exact
81,280,4.9931294574576945,1.349953481135963e-06,1.349953481135963e-06,exact
82,280,4.9931288828386915,1.1964465289240607e-06,1.1964465289240607e-06,exact
83,280,4.993128373503937,1.0603932348403472e-06,1.0603932348403472e-06,exact
84,280,4.993127922040683,9.398094370571139e-07,9.398094370571139e-07,exact
85,280,4.99312752187712,8.329364965451084e-07,8.32936496497617e-07,exact
86,280,4.993127167187103,7.38215668735392e-07,7.38215668735392e-07,exact
87,280,4.993126852805652,6.54265387061435e-07,6.54265387061435e-07,exact
88,280,4.993126574154011,5.798611269886424e-07,5.798611269886424e-07,exact
89,280,4.993126327173181,5.139175565621444e-07,5.139175565621444e-07,exact
90,280,4.993126108264983,4.5547271746986204e-07,4.5547271746986204e-07,exact
91,280,4.993125914239787,4.0367400326379896e-07,4.0367400326379896e-07,exact
92,280,4.993125742270167,3.5776573076478454e-07,3.5776573076478454e-07,exact
93,280,4.993125589849804,3.170781243262633e-07,3.1707812427877183e-07,exact
94,280,4.993125454757045,2.810175519206979e-07,2.810175519206979e-07,exact
95,280,4.993125335022598,2.4905787134660084e-07,2.4905787134660084e-07,exact
96,280,4.993125228900882,2.2073275856001064e-07,2.2073275856001064e-07,exact
97,280,4.993125134844634,1.956289089428668e-07,1.956289089428668e-07,exact
98,280,4.993125051482386,1.7338001054152427e-07,1.7338001054152427e-07,exact
99,280,4.993124977598511,1.5366140201813695e-07,1.5366140201813695e-07,exact
