generation,support_size,entropy,l1_step,rollout_residual,mode
58,280,4.616316083812533,0.00033746127851424975,0.0006749225570285117,exact
59,280,4.616154996939552,0.0003159396459844117,0.0006318792919688288,exact
60,280,4.616007178304715,0.00029592266546643684,0.0005918453309328613,exact
61,280,4.615871946549411,0.00027667711496402465,0.0005533542299280202,exact
62,280,4.615748608065272,0.0002591504837495829,0.0005183009674991631,exact
63,280,4.615636463615857,0.00024352132554471243,0.0004870426510894098,exact
64,280,4.61553481475934,0.00022814477446467886,0.0004562895489293689,exact
65,280,4.615442969859434,0.00021319065034177084,0.0004263813006835507,exact
66,280,4.615360249536681,0.00019925382906963633,0.0003985076581392728,exact
67,280,4.615285991466424,0.0001859858063374014,0.0003719716126747888,exact
68,280,4.615219554473989,0.00017314696109788292,0.00034629392219577467,exact
69,280,4.615160321912872,0.0001607999346248553,0.0003215998692497031,exact
70,280,4.615107704339023,0.00014899234107220577,0.0002979846821444181,exact
71,280,4.6150611415147615,0.00013776197113683897,0.00027552394227365576,exact
72,280,4.61502010379038,0.00012716920500025156,0.0002543384100005086,exact
73,280,4.614984092921125,0.00011769290488656784,0.00023538580977314604,exact
74,280,4.614952642382853,0.0001088270296397294,0.0002176540592794643,exact
75,280,4.614925317251991,0.00010058063753726036,0.00020116127507451283,exact
76,280,4.614901713715238,9.28433111108786e-05,0.0001856866222217567,exact
77,280,4.614881458272326,8.554954764726318e-05,0.00017109909529451498,exact
78,280,4.614864206691604,7.890744459747637e-05,0.0001578148891949238,exact
79,280,4.614849642773631,7.269501647816282e-05,0.00014539003295634565,exact
80,280,4.614837476972843,6.690430319574723e-05,0.0001338086063915132,exact
81,280,4.614827444921795,6.153738003702312e-05,0.00012307476007401727,exact
82,280,4.614819305896903,5.652244307573199e-05,0.00011304488615145512,exact
83,280,4.614812841259023,5.1872281776656133e-05,0.00010374456355330836,exact
84,280,4.614807852896932,4.7779866250738246e-05,9.555973250150228e-05,exact
85,280,4.614804161696733,4.3963867487830416e-05,8.792773497568092e-05,exact
86,280,4.614801606055612,4.0417991567415e-05,8.083598313482704e-05,exact
87,280,4.61480004045418,3.7120342870966635e-05,7.424068574194666e-05,exact
88,280,4.614799334097937,3.407383015892193e-05,6.814766031784617e-05,exact
89,280,4.614799369635113,3.127257941594734e-05,6.25451588318804e-05,exact
90,280,4.614800041955361,2.8681523350595085e-05,5.7363046701171575e-05,exact
