ngram,probability
841,0.047615268178149206
284,0.040437548127510645
328,0.03784223702191415
332,0.03703043171462966
633,0.028128279142606533
763,0.027152195377942806
104,0.02611771247704149
987,0.02497671948904827
498,0.021662829851021113
049,0.021214241878465368
876,0.020147001066827847
007,0.01893782566235332
800,0.017094627296386042
647,0.01673585083052477
264,0.015664951709756157
