prefix,public_prefix_mass,generated_prefix_mass,prefix_mass_abs_diff,prefix_l1_contribution,suffix_l1,suffix_kl,weighted_suffix_l1
132,0.03873947933060888,0.03873259203277937,6.887297829508143e-06,6.887297829519388e-06,3.973465436887813e-16,0.0,1.5392998216320423e-17
422,0.035506798269878424,0.03551352251590951,6.7242460310840135e-06,6.724246031087402e-06,2.899156609226239e-16,1.3465678096393169e-16,1.0293976887658081e-17
024,7.263526998137356e-06,7.263237555869622e-07,6.537203242550393e-06,6.537203242550396e-06,5.784828453932189e-16,0.0,4.201825765472963e-21
323,0.021688273464800907,0.0216939091900267,5.635725225792976e-06,5.635725225802761e-06,4.464744546295307e-16,5.189830697810336e-17,9.683260067053107e-18
421,0.02788453287298577,0.027889813621142075,5.280748156304138e-06,5.280748156308995e-06,3.8277757699600734e-16,0.0,1.0673573928787009e-17
012,0.0018563299308740726,0.0018512786031940156,5.051327680056974e-06,5.0513276800576066e-06,4.857496783278181e-16,7.967933883561487e-18,9.017116667923816e-19
241,0.010319554367671522,0.010315466783521307,4.087584150214152e-06,4.087584150215153e-06,3.5106466345080634e-16,0.0,3.622830881048901e-18
141,0.0172316423872693,0.017235655089233314,4.012701964015847e-06,4.012701964011446e-06,2.9710188844712937e-16,7.492141245522553e-17,5.119553494303309e-18
312,0.011135567257447096,0.011131661597718714,3.9056597283815275e-06,3.905659728383415e-06,4.255900102820287e-16,4.5015642376329177e-17,4.7391861835931316e-18
423,0.020208761685314987,0.02021258880271721,3.827117402221275e-06,3.827117402220235e-06,3.0422712959943254e-16,9.238838829087628e-17,6.148053560282369e-18
023,3.2108555244461387e-06,3.2107275759571197e-07,2.889782766850427e-06,2.889782766850428e-06,6.522560269672795e-16,9.507263728973825e-17,2.094299867541179e-21
204,0.01986881020817648,0.01987139623317698,2.586025000500536e-06,2.58602500050955e-06,2.5146036511727865e-16,9.391682069079672e-17,4.996218269393971e-18
324,0.009533724143086984,0.009536201493335093,2.4773502481090226e-06,2.477350248104554e-06,3.8867292630889727e-16,7.379417386023281e-17,3.705500461315402e-18
223,0.01848342011107763,0.01848582582062951,2.40570955187952e-06,2.4057095518812244e-06,3.900959416602845e-16,0.0,7.210307173333469e-18
320,0.008793441342473127,0.008795726329301418,2.2849868282909247e-06,2.2849868282909103e-06,2.8102520310824275e-16,1.873809511816111e-17,2.4711786392889294e-18
242,0.005665645961599471,0.005663401794476724,2.2441671227464016e-06,2.244167122748422e-06,4.810605039318183e-16,0.0,2.7255185013863126e-18
103,0.004844896707113077,0.004847095057517722,2.198350404645534e-06,2.198350404644476e-06,2.9593298297991844e-16,4.286826295246287e-17,1.433764734765557e-18
131,0.01062480947946032,0.010622920547845041,1.8889316152782137e-06,1.888931615271546e-06,4.1275576706523154e-16,2.0964793597328568e-17,4.385451386616588e-18
301,0.0051834635307916365,0.005181645496353176,1.8180344384605487e-06,1.8180344384587905e-06,4.846383711010205e-16,1.160532156975366e-19,2.512105322224403e-18
034,0.002247532118631373,0.002249331741959352,1.7996233279788873e-06,1.7996233279791499e-06,3.4596891324012446e-16,6.111584515861705e-17,7.775762445551706e-19
424,0.008883360839850403,0.008885043162864027,1.682323013623907e-06,1.682323013626122e-06,4.0247617521735335e-16,0.0,3.5753410938986056e-18
244,0.004126818869085631,0.0041251842326663546,1.6346364192761434e-06,1.6346364192762654e-06,3.673819061467132e-16,2.1595408072646898e-17,1.5161185824469021e-18
210,0.004846097005816561,0.004847726430990132,1.6294251735703494e-06,1.6294251735708305e-06,3.135512682828079e-16,9.560624556809086e-17,1.5194998623953006e-18
420,0.008193578007592087,0.008195129700143444,1.5516925513572172e-06,1.5516925513584462e-06,1.448494102440634e-16,9.550347254823388e-17,1.1868349421884418e-18
032,0.0018507199623763219,0.0018522018539098132,1.4818915334913543e-06,1.481891533490692e-06,4.172958636625146e-16,1.2917633343043003e-17,7.722977850972838e-19
041,0.021764132681100095,0.021762844609156732,1.288071943363056e-06,1.2880719433621807e-06,3.717424317591783e-16,0.0,8.090651608001555e-18
130,0.00494571234541829,0.004944833072013208,8.79273405082065e-07,8.79273405082785e-07,4.969982758673552e-16,1.516426980502299e-16,2.4580105086087838e-18
042,0.011948953030247239,0.011948245852461828,7.071777854104899e-07,7.071777854142374e-07,4.3742136648927676e-16,1.5764877924328567e-17,5.226727362606932e-18
122,0.012484620146899592,0.012483949407414792,6.707394847992737e-07,6.707394847977473e-07,3.3436794999452957e-16,2.5247185838743534e-17,4.174456844979219e-18
412,0.0012989316292328595,0.001298264929499746,6.666997331135436e-07,6.666997331146795e-07,4.235571312086184e-16,5.551752850705758e-17,5.501717545140067e-19
240,0.001443678843923281,0.001443107001520966,5.718424023149968e-07,5.718424023150171e-07,1.717376241217039e-16,9.98514608750136e-19,2.4793397465015247e-19
121,0.009804539351786351,0.009804012600343684,5.267514426674641e-07,5.267514426646185e-07,3.9351117850361383e-16,6.467628653912478e-17,3.858195835006505e-18
044,0.008703537984064426,0.008703022880464869,5.151035995572956e-07,5.151035995571319e-07,3.346661055919631e-16,0.0,2.9127791619985668e-18
031,0.0005075841838830755,0.0005079906120407232,4.0642815764767824e-07,4.064281576475874e-07,3.9432433013297796e-16,0.0,2.0015279329578805e-19
123,0.007105645272849325,0.007105263520197396,3.817526519284478e-07,3.817526519287951e-07,3.4271630672266795e-16,0.0,2.4352205047923045e-18
030,0.00023627391808037456,0.0002364631051675114,1.8918708713684673e-07,1.8918708713685308e-07,4.436555289810684e-16,0.0,1.048242301103782e-19
040,0.0030447456148373483,0.00304456541691912,1.8019791822847936e-07,1.8019791822808295e-07,2.0296264668928643e-16,1.26046956117218e-17,6.179696284829869e-19
124,0.003123497220740966,0.0031233294100353197,1.678107056464137e-07,1.6781070564736185e-07,4.0616246260380406e-16,0.0,1.2686473231122885e-18
120,0.0028809612258269045,0.0028808064454310606,1.5478039584390646e-07,1.5478039584381625e-07,1.848564704087785e-16,0.0,5.325643235909094e-19
