rgram,public_prob,generated_prob,signed_diff,abs_diff
1321422,0.0014650403376234905,0.001464779875446099,2.604621773916009e-07,2.604621773916009e-07
2232142,0.001981969776722984,0.00198222774000006,-2.579632770757616e-07,2.579632770757616e-07
2214223,0.001981969776722984,0.0019822277400000595,-2.579632770753279e-07,2.579632770753279e-07
4132042,0.0004977695437403165,0.0004975140546795412,2.5548906077527914e-07,2.5548906077527914e-07
4413420,0.0002717102431043148,0.0002714560166965622,2.54226407752614e-07,2.54226407752614e-07
2321342,0.0014854809822856644,0.001485731592688468,-2.5061040280363947e-07,2.5061040280363947e-07
0413400,0.004233015200410329,0.004232764676845003,2.5052356532589276e-07,2.5052356532589276e-07
3214213,0.0009604898063515111,0.0009607393908396252,-2.4958448811406714e-07,2.4958448811406714e-07
0041301,0.0005854732264928887,0.0005852248621095904,2.48364383298276e-07,2.48364383298276e-07
4131223,0.0004831909867025547,0.0004829429803451547,2.4800635740001393e-07,2.4800635740001393e-07
4413123,0.0002645754951876925,0.00026432794442570286,2.475507619896576e-07,2.475507619896576e-07
2213422,0.001895256891117622,0.0018955035682790373,-2.4667716141523605e-07,2.4667716141523605e-07
3213221,0.0009482373986704653,0.0009484837993549826,-2.4640068451721973e-07,2.4640068451721973e-07
3221321,0.0009482373986704655,0.0009484837993549826,-2.464006845171113e-07,2.464006845171113e-07
3014221,0.0007023691429044111,0.0007021227957886791,2.463471157319614e-07,2.463471157319614e-07
1424134,0.0010535687087915517,0.001053814051465915,-2.453426743633403e-07,2.453426743633403e-07
2321423,0.0014525556694945916,0.001452800725180776,-2.450556861844592e-07,2.450556861844592e-07
3214204,0.0009429172128010458,0.0009431622310285528,-2.4501822750702326e-07,2.4501822750702326e-07
3221420,0.0009429172128010452,0.0009431622310285519,-2.45018227506698e-07,2.45018227506698e-07
3221312,0.0009389694895966562,0.0009392134820033069,-2.4399240665070373e-07,2.4399240665070373e-07
